id,x,y,total
49782843,497825,284325,7
49782844,497825,284425,5
49782845,497825,284525,2
49782847,497825,284725,12
49782848,497825,284825,3
49782849,497825,284925,4
49782850,497825,285025,9
49782851,497825,285125,4
49782857,497825,285725,8
49782860,497825,286025,1
49782861,497825,286125,3
49782862,497825,286225,8
49782863,497825,286325,1
49782864,497825,286425,23
49782865,497825,286525,30
49782866,497825,286625,8
49782867,497825,286725,3
49782868,497825,286825,3
49782869,497825,286925,19
49782870,497825,287025,14
49782871,497825,287125,17
49782872,497825,287225,8
49792840,497925,284025,3
49792841,497925,284125,1
49792842,497925,284225,5
49792843,497925,284325,2
49792845,497925,284525,5
49792847,497925,284725,1
49792848,497925,284825,1
49792849,497925,284925,2
49792863,497925,286325,5
49792864,497925,286425,3
49792865,497925,286525,24
49792866,497925,286625,30
49792867,497925,286725,8
49792868,497925,286825,8
49792869,497925,286925,14
49792870,497925,287025,7
49792871,497925,287125,17
49792872,497925,287225,2
49802841,498025,284125,2
49802845,498025,284525,2
49802862,498025,286225,2
49802863,498025,286325,6
49802864,498025,286425,15
49802865,498025,286525,19
49802866,498025,286625,21
49802867,498025,286725,6
49802868,498025,286825,13
49802869,498025,286925,20
49802870,498025,287025,9
49802871,498025,287125,19
49812862,498125,286225,6
49812863,498125,286325,2
49812864,498125,286425,5
49812865,498125,286525,2
49812866,498125,286625,4
49812867,498125,286725,15
49812868,498125,286825,9
49812869,498125,286925,2
49812870,498125,287025,8
49822861,498225,286125,5
49822862,498225,286225,5
49822863,498225,286325,3
49822864,498225,286425,4
49822865,498225,286525,1
49822867,498225,286725,18
49822868,498225,286825,13
49832864,498325,286425,4
49832865,498325,286525,9
49832866,498325,286625,17
49832867,498325,286725,11
49832868,498325,286825,2
49842864,498425,286425,2
49842865,498425,286525,4
49842866,498425,286625,6
49842867,498425,286725,5
49842868,498425,286825,4
49852865,498525,286525,2
49852866,498525,286625,6
49862864,498625,286425,2
